INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182063361,02647,Other,THREATS TO DO BODILY HARM,B2,602,,2018-08-09 18:39:00,2018,8,Thursday,18,Part Two,HUNTINGTON AVE,42.33450285,-71.10368020,"(42.33450285, -71.10368020)"
I182063360,03115,Investigate Person,INVESTIGATE PERSON,B2,587,,2018-08-09 11:00:00,2018,8,Thursday,11,Part Three,TREMONT ST,42.33209622,-71.09860557,"(42.33209622, -71.09860557)"
I182063358,00616,Larceny,LARCENY THEFT OF BICYCLE,B2,288,,2018-08-09 18:40:00,2018,8,Thursday,18,Part One,ROXBURY ST,42.32960870,-71.08462109,"(42.32960870, -71.08462109)"
I182063357,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,195,,2018-08-10 01:29:00,2018,8,Friday,1,Part Three,TUCKERMAN ST,42.33150648,-71.05446007,"(42.33150648, -71.05446007)"
I182063357,03115,Investigate Person,INVESTIGATE PERSON,C6,195,,2018-08-10 01:29:00,2018,8,Friday,1,Part Three,TUCKERMAN ST,42.33150648,-71.05446007,"(42.33150648, -71.05446007)"
I182063356,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6,191,,2018-08-09 17:30:00,2018,8,Thursday,17,Part Three,BOSTON ST,42.32894903,-71.05739663,"(42.32894903, -71.05739663)"
I182063354,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,900,,2018-08-09 01:00:00,2018,8,Thursday,1,Part Three,TUFTS ST,42.37797555,-71.05690284,"(42.37797555, -71.05690284)"
I182063353,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,29,,2018-08-09 18:37:46,2018,8,Thursday,18,Part Three,MAVERICK SQ,42.36943145,-71.03917179,"(42.36943145, -71.03917179)"
I182063352,00613,Larceny,LARCENY SHOPLIFTING,D14,790,,2018-08-09 17:30:00,2018,8,Thursday,17,Part One,BEACON ST,42.33610729,-71.14908783,"(42.33610729, -71.14908783)"
I182063351,03208,Property Lost,PROPERTY - MISSING,B2,263,,2018-08-08 15:02:00,2018,8,Wednesday,15,Part Three,BROOK AVE,42.32181517,-71.07405834,"(42.32181517, -71.07405834)"
I182063349,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3, ,,2018-08-09 17:51:00,2018,8,Thursday,17,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182063348,03125,Warrant Arrests,WARRANT ARREST,C6,178,,2018-08-09 18:36:00,2018,8,Thursday,18,Part Three,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182063347,01402,Vandalism,VANDALISM,B2,291,,2018-08-08 20:00:00,2018,8,Wednesday,20,Part Two,HIGHLAND ST,42.32725736,-71.09274062,"(42.32725736, -71.09274062)"
I182063346,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,337,,2018-08-09 17:37:00,2018,8,Thursday,17,Part Three,GENEVA AVE,42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
I182063345,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,579,,2018-08-09 07:00:00,2018,8,Thursday,7,Part One,CHESTNUT AVE,42.32093932,-71.10293620,"(42.32093932, -71.10293620)"
I182063344,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,302,,2018-08-09 18:09:00,2018,8,Thursday,18,Part Three,CENTRE ST,42.32595358,-71.09665766,"(42.32595358, -71.09665766)"
I182063342,03115,Investigate Person,INVESTIGATE PERSON,E18,478,,2018-08-09 18:05:00,2018,8,Thursday,18,Part Three,RUSKINDALE RD,42.26889666,-71.10813750,"(42.26889666, -71.10813750)"
I182063341,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,E13,946,,2018-07-29 06:00:00,2018,7,Sunday,6,Part One,SAINT ROSE ST,42.30457345,-71.11490725,"(42.30457345, -71.11490725)"
I182063340,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,587,,2018-07-27 07:00:00,2018,7,Friday,7,Part One,TREMONT ST,42.33258958,-71.10031377,"(42.33258958, -71.10031377)"
I182063337,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E5,562,,2018-08-09 01:00:00,2018,8,Thursday,1,Part Two,FLORENCE ST,42.28564360,-71.12524192,"(42.28564360, -71.12524192)"
I182063336,00613,Larceny,LARCENY SHOPLIFTING,A1,94,,2018-08-09 12:16:00,2018,8,Thursday,12,Part One,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182063335,03114,Investigate Property,INVESTIGATE PROPERTY,C6,200,,2018-08-09 18:18:00,2018,8,Thursday,18,Part Three,W BROADWAY,42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
I182063334,03114,Investigate Property,INVESTIGATE PROPERTY,D14,768,,2018-08-09 16:30:00,2018,8,Thursday,16,Part Three,GOODENOUGH ST,42.35620474,-71.15421854,"(42.35620474, -71.15421854)"
I182063333,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,,2018-08-09 18:16:00,2018,8,Thursday,18,Part Three,BALSAM ST,42.28719884,-71.09037294,"(42.28719884, -71.09037294)"
I182063332,02629,Harassment,HARASSMENT,B2,901,,2018-08-09 17:40:00,2018,8,Thursday,17,Part Two,WARD ST,42.33545663,-71.09699317,"(42.33545663, -71.09699317)"
I182063332,02647,Other,THREATS TO DO BODILY HARM,B2,901,,2018-08-09 17:40:00,2018,8,Thursday,17,Part Two,WARD ST,42.33545663,-71.09699317,"(42.33545663, -71.09699317)"
I182063331,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,,2018-08-09 18:12:00,2018,8,Thursday,18,Part Three,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I182063330,02629,Harassment,HARASSMENT,C11,244,,2018-08-09 00:00:00,2018,8,Thursday,0,Part Two,TAFT ST,42.31730290,-71.05793388,"(42.31730290, -71.05793388)"
I182063329,03115,Investigate Person,INVESTIGATE PERSON,D4,618,,2018-08-09 17:05:00,2018,8,Thursday,17,Part Three,SAINT STEPHEN ST,42.34150501,-71.08833674,"(42.34150501, -71.08833674)"
I182063328,03207,Property Found,PROPERTY - FOUND,C6,205,,2018-08-09 17:09:00,2018,8,Thursday,17,Part Three,MELCHER ST,42.35006948,-71.05090378,"(42.35006948, -71.05090378)"
I182063327,03207,Property Found,PROPERTY - FOUND,C11,354,,2018-08-09 17:24:00,2018,8,Thursday,17,Part Three,CHRISTOPHER ST,42.29896223,-71.05704420,"(42.29896223, -71.05704420)"
I182063326,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A1,101,,2018-08-05 01:30:00,2018,8,Sunday,1,Part Three,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182063325,01845,Drug Violation,DRUGS - POSS CLASS D,D14,791,,2018-08-09 17:17:00,2018,8,Thursday,17,Part Two,WASHINGTON ST,42.34266946,-71.14098779,"(42.34266946, -71.14098779)"
I182063324,00619,Larceny,LARCENY ALL OTHERS,D4,144,,2018-08-09 13:00:00,2018,8,Thursday,13,Part One,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)"
I182063323,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E18,544,,2018-08-09 16:20:00,2018,8,Thursday,16,Part Three,AUSTIN ST,42.25826395,-71.12615498,"(42.25826395, -71.12615498)"
I182063322,03301,Verbal Disputes,VERBAL DISPUTE,B3,459,,2018-08-09 16:51:00,2018,8,Thursday,16,Part Three,COLUMBIA RD,42.30510150,-71.08083089,"(42.30510150, -71.08083089)"
I182063321,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,453,,2018-08-09 16:21:00,2018,8,Thursday,16,Part Three,GAYLORD ST,42.29839370,-71.07395875,"(42.29839370, -71.07395875)"
I182063319,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A7, ,,2018-08-09 16:01:00,2018,8,Thursday,16,Part Three,BENNINGTON ST,,,"(0.00000000, 0.00000000)"
I182063318,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,938,,2018-08-09 15:30:00,2018,8,Thursday,15,Part Three,JETTE CT,42.34682750,-71.14319087,"(42.34682750, -71.14319087)"
I182063317,01201,Embezzlement,EMBEZZLEMENT,B2,603,,2018-06-19 16:30:00,2018,6,Tuesday,16,Part Two,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I182063316,01844,Drug Violation,DRUGS - POSS CLASS C,C6,176,,2018-08-09 16:45:00,2018,8,Thursday,16,Part Two,MOORE ST,42.33126177,-71.06588201,"(42.33126177, -71.06588201)"
I182063315,03106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,C6,201,,2018-08-09 13:00:00,2018,8,Thursday,13,Part Three,W BROADWAY,42.33930416,-71.05160423,"(42.33930416, -71.05160423)"
I182063314,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,437,,2018-08-09 17:03:00,2018,8,Thursday,17,Part Three,NORFOLK ST,42.28799812,-71.07788107,"(42.28799812, -71.07788107)"
I182063313,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,334,,2018-08-09 16:25:00,2018,8,Thursday,16,Part Three,BOWDOIN ST,42.30915823,-71.06402751,"(42.30915823, -71.06402751)"
I182063312,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,351,,2018-08-09 16:39:00,2018,8,Thursday,16,Part Three,ADAMS ST,42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
I182063311,00619,Larceny,LARCENY ALL OTHERS,D14,753,,2018-08-07 10:53:00,2018,8,Tuesday,10,Part One,MARGO RD,42.34740458,-71.17066178,"(42.34740458, -71.17066178)"
I182063310,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,774,,2017-03-23 12:00:00,2017,3,Thursday,12,Part One,COMMONWEALTH AVE,42.33836272,-71.15441001,"(42.33836272, -71.15441001)"
I182063309,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B3,426,,2018-07-31 15:10:00,2018,7,Tuesday,15,Part Three,BLUE HILL AVE,42.27095802,-71.09355180,"(42.27095802, -71.09355180)"
I182063308,03115,Investigate Person,INVESTIGATE PERSON,D4,162,,2018-08-09 15:53:00,2018,8,Thursday,15,Part Three,HARRISON AVE,42.34493428,-71.06366374,"(42.34493428, -71.06366374)"
I182063307,03160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",E5,664,,2018-08-09 16:18:00,2018,8,Thursday,16,Part Three,ARCHDALE RD,42.29361485,-71.12290392,"(42.29361485, -71.12290392)"
I182063306,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,170,,2018-08-09 15:33:00,2018,8,Thursday,15,Part Three,WORCESTER ST,42.33805954,-71.07636952,"(42.33805954, -71.07636952)"
I182063304,03201,Property Lost,PROPERTY - LOST,A1,92,,2018-08-08 17:30:00,2018,8,Wednesday,17,Part Three,CAMBRIDGE ST,42.35925400,-71.05947700,"(42.35925400, -71.05947700)"
I182063303,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,E5,691,,2018-08-09 14:56:00,2018,8,Thursday,14,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182063302,03201,Property Lost,PROPERTY - LOST,B2, ,,2018-08-08 16:00:00,2018,8,Wednesday,16,Part Three,,,,"(0.00000000, 0.00000000)"
I182063301,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,273,,2018-08-09 15:13:00,2018,8,Thursday,15,Part Three,LENOX ST,42.33593698,-71.08008791,"(42.33593698, -71.08008791)"
I182063300,01844,Drug Violation,DRUGS - POSS CLASS C,D4, ,,2018-08-09 16:07:00,2018,8,Thursday,16,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I182063300,01847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D4, ,,2018-08-09 16:07:00,2018,8,Thursday,16,Part Two,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I182063299,03001,Medical Assistance,DEATH INVESTIGATION,B2,268,,2018-08-09 15:55:00,2018,8,Thursday,15,Part Three,ALBANY ST,42.33076942,-71.07766482,"(42.33076942, -71.07766482)"
I182063298,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,9,,2018-08-09 14:53:00,2018,8,Thursday,14,Part Three,WILLIAM F MCCLELLAN HWY,42.39407288,-71.01096386,"(42.39407288, -71.01096386)"
I182063297,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,222,,2018-08-08 22:00:00,2018,8,Wednesday,22,Part One,E BROADWAY,42.33557815,-71.03867318,"(42.33557815, -71.03867318)"
I182063296,03115,Investigate Person,INVESTIGATE PERSON,B3,459,,2018-08-07 12:00:00,2018,8,Tuesday,12,Part Three,SEAVER ST,42.30302875,-71.08071460,"(42.30302875, -71.08071460)"
I182063295,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D14,814,,2018-08-02 09:00:00,2018,8,Thursday,9,Part Two,TRAVIS ST,42.36292843,-71.12871220,"(42.36292843, -71.12871220)"
I182063294,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,130,,2018-08-09 15:00:00,2018,8,Thursday,15,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I182063293,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C6,915,,2018-08-09 15:23:00,2018,8,Thursday,15,Other,MERCER ST,42.33129727,-71.04924949,"(42.33129727, -71.04924949)"
I182063292,03301,Verbal Disputes,VERBAL DISPUTE,E5,675,,2018-08-09 15:10:00,2018,8,Thursday,15,Part Three,AINSWORTH ST,42.28842253,-71.13982964,"(42.28842253, -71.13982964)"
I182063291,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,382,,2018-08-08 18:00:00,2018,8,Wednesday,18,Part Three,GRANITE AVE,42.27964029,-71.05445675,"(42.27964029, -71.05445675)"
I182063290,03201,Property Lost,PROPERTY - LOST,A15,38,,2018-08-06 13:00:00,2018,8,Monday,13,Part Three,SIXTEENTH ST,42.37930357,-71.05151887,"(42.37930357, -71.05151887)"
I182063287,02905,Violations,VAL - OPERATING WITHOUT LICENSE,B2, ,,2018-08-09 14:48:00,2018,8,Thursday,14,Part Two,MALCOLM X BLVD,,,"(0.00000000, 0.00000000)"
I182063286,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,760,,2018-08-07 04:28:00,2018,8,Tuesday,4,Part One,WASHINGTON ST,42.34893308,-71.16177266,"(42.34893308, -71.16177266)"
I182063285,03114,Investigate Property,INVESTIGATE PROPERTY,C11,416,,2018-08-09 14:52:00,2018,8,Thursday,14,Part Three,CROFTLAND AVE,42.28065674,-71.07062426,"(42.28065674, -71.07062426)"
I182063284,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,446,,2018-08-09 14:36:00,2018,8,Thursday,14,Part Three,HARVARD ST,42.29717969,-71.07667594,"(42.29717969, -71.07667594)"
I182063283,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,A1,61,,2018-08-09 13:58:00,2018,8,Thursday,13,Part Three,CAUSEWAY ST,42.36474297,-71.06256983,"(42.36474297, -71.06256983)"
I182063282,01402,Vandalism,VANDALISM,B2,304,,2018-08-08 18:00:00,2018,8,Wednesday,18,Part Two,WASHINGTON ST,42.32042206,-71.09360887,"(42.32042206, -71.09360887)"
I182063281,03125,Warrant Arrests,WARRANT ARREST,, ,,2018-08-08 00:00:00,2018,8,Wednesday,0,Part Three,,42.33254716,-71.07212420,"(42.33254716, -71.07212420)"
I182063280,02914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,E18,533,,2017-06-22 00:00:00,2017,6,Thursday,0,Part Two,WESTINGHOUSE PLZ,42.24422964,-71.13251945,"(42.24422964, -71.13251945)"
I182063280,03114,Investigate Property,INVESTIGATE PROPERTY,E18,533,,2017-06-22 00:00:00,2017,6,Thursday,0,Part Three,WESTINGHOUSE PLZ,42.24422964,-71.13251945,"(42.24422964, -71.13251945)"
I182063279,00617,Larceny,LARCENY THEFT FROM BUILDING,D14,783,,2018-08-09 08:30:00,2018,8,Thursday,8,Part One,WARREN ST,42.34988575,-71.14522971,"(42.34988575, -71.14522971)"
I182063278,00613,Larceny,LARCENY SHOPLIFTING,A7,26,,2018-08-09 13:57:00,2018,8,Thursday,13,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I182063277,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,687,,2018-08-09 14:10:00,2018,8,Thursday,14,Part Three,BELGRADE AVE,42.28608881,-71.14255416,"(42.28608881, -71.14255416)"
I182063276,00617,Larceny,LARCENY THEFT FROM BUILDING,E5,730,,2018-06-26 00:00:00,2018,6,Tuesday,0,Part One,VFW PKWY,42.28020820,-71.17087959,"(42.28020820, -71.17087959)"
I182063275,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,E5,681,,2018-08-09 14:44:00,2018,8,Thursday,14,Part Two,WALWORTH ST,42.28117529,-71.13724718,"(42.28117529, -71.13724718)"
I182063274,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,, ,,2018-08-09 13:56:00,2018,8,Thursday,13,Part Three,,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182063273,03410,Towed,TOWED MOTOR VEHICLE,A1,68,,2018-08-09 14:43:00,2018,8,Thursday,14,Part Three,JOY ST,42.36058947,-71.06510340,"(42.36058947, -71.06510340)"
I182063272,03410,Towed,TOWED MOTOR VEHICLE,A1,68,,2018-08-09 14:43:00,2018,8,Thursday,14,Part Three,JOY ST,42.36058947,-71.06510340,"(42.36058947, -71.06510340)"
I182063271,03301,Verbal Disputes,VERBAL DISPUTE,C11,381,,2018-08-09 14:21:24,2018,8,Thursday,14,Part Three,CHICKATAWBUT ST,42.28665631,-71.04640009,"(42.28665631, -71.04640009)"
I182063270,03201,Property Lost,PROPERTY - LOST,A1,95,,2018-08-05 12:00:00,2018,8,Sunday,12,Part Three,ATLANTIC AVE,42.36033276,-71.05217290,"(42.36033276, -71.05217290)"
I182063269,03201,Property Lost,PROPERTY - LOST,E13,572,,2018-08-06 14:00:00,2018,8,Monday,14,Part Three,SCHOOL ST,42.31284459,-71.09676806,"(42.31284459, -71.09676806)"
I182063268,03115,Investigate Person,INVESTIGATE PERSON,C11,348,,2018-08-09 14:00:00,2018,8,Thursday,14,Part Three,DORCHESTER AVE,42.30470399,-71.05908258,"(42.30470399, -71.05908258)"
I182063267,03301,Verbal Disputes,VERBAL DISPUTE,B2,611,,2018-08-09 13:50:00,2018,8,Thursday,13,Part Three,HUNTINGTON AVE,42.33326323,-71.10848410,"(42.33326323, -71.10848410)"
I182063266,02647,Other,THREATS TO DO BODILY HARM,A7,15,,2018-08-09 07:48:00,2018,8,Thursday,7,Part Two,CHAUCER ST,42.38341902,-71.02019050,"(42.38341902, -71.02019050)"
I182063265,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,19,,2018-08-09 01:00:00,2018,8,Thursday,1,Part One,SARATOGA ST,42.37864819,-71.03089238,"(42.37864819, -71.03089238)"
I182063264,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,332,,2018-08-09 13:00:00,2018,8,Thursday,13,Part Two,GLENDALE ST,42.31298495,-71.06651479,"(42.31298495, -71.06651479)"
I182063262,03114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,2018-08-09 14:11:00,2018,8,Thursday,14,Part Three,YAWKEY WAY,42.34653820,-71.09880598,"(42.34653820, -71.09880598)"
I182063261,01402,Vandalism,VANDALISM,B2,566,,2018-08-09 05:40:00,2018,8,Thursday,5,Part Two,JEWISH WAR VETERANS DR,42.29765063,-71.09178006,"(42.29765063, -71.09178006)"
I182063260,03301,Verbal Disputes,VERBAL DISPUTE,B3,455,,2018-08-09 13:34:00,2018,8,Thursday,13,Part Three,WASHINGTON ST,42.30238403,-71.07781168,"(42.30238403, -71.07781168)"
I182063259,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-08-09 13:36:00,2018,8,Thursday,13,Part Three,WILBERT RD,42.29406247,-71.09004553,"(42.29406247, -71.09004553)"
I182063258,03109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A15,41,,2018-08-09 13:30:00,2018,8,Thursday,13,Part Three,VINE ST,42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
I182063257,03201,Property Lost,PROPERTY - LOST,D4,271,,2018-07-16 00:00:00,2018,7,Monday,0,Part Three,MASSACHUSETTS AVE,42.33548200,-71.07586449,"(42.33548200, -71.07586449)"
I182063256,00617,Larceny,LARCENY THEFT FROM BUILDING,D4,131,,2018-02-18 00:00:00,2018,2,Sunday,0,Part One,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I182063254,03115,Investigate Person,INVESTIGATE PERSON,C6,189,,2018-08-09 12:48:00,2018,8,Thursday,12,Part Three,DORCHESTER AVE,42.32294923,-71.05681759,"(42.32294923, -71.05681759)"
I182063253,03125,Warrant Arrests,WARRANT ARREST,A1,76,,2018-08-09 13:09:00,2018,8,Thursday,13,Part Three,ANTHONY RIP VALENTI WAY,42.36463400,-71.05943800,"(42.36463400, -71.05943800)"
I182063251,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,914,,2018-08-09 13:04:00,2018,8,Thursday,13,Part Three,OLD COLONY AVE,42.32557398,-71.05248130,"(42.32557398, -71.05248130)"
I182063250,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,357,,2018-07-30 00:00:00,2018,7,Monday,0,Part Two,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182063249,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B2,276,,2018-08-07 12:00:00,2018,8,Tuesday,12,Part Two,RUGGLES ST,42.33125913,-71.08301192,"(42.33125913, -71.08301192)"
I182063248,03201,Property Lost,PROPERTY - LOST,D4,145,,2018-08-08 22:30:00,2018,8,Wednesday,22,Part Three,SAINT BOTOLPH ST,42.34295139,-71.08314540,"(42.34295139, -71.08314540)"
I182063247,03410,Towed,TOWED MOTOR VEHICLE,E18,482,,2018-08-09 12:36:00,2018,8,Thursday,12,Part Three,EDGEWATER DR,42.26485963,-71.09684579,"(42.26485963, -71.09684579)"
I182063246,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,315,,2018-08-09 12:50:00,2018,8,Thursday,12,Part One,WAUMBECK ST,42.31401290,-71.08635277,"(42.31401290, -71.08635277)"
I182063245,01001,Counterfeiting,FORGERY / COUNTERFEITING,E5,680,,2018-08-09 13:00:00,2018,8,Thursday,13,Part Two,CORINTH ST,42.28636893,-71.13005503,"(42.28636893, -71.13005503)"
I182063244,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,923,,2018-08-05 18:00:00,2018,8,Sunday,18,Part Three,DAVISON ST,42.25888577,-71.11656354,"(42.25888577, -71.11656354)"
I182063243,03115,Investigate Person,INVESTIGATE PERSON,A7,29,,2018-08-08 19:00:00,2018,8,Wednesday,19,Part Three,MAVERICK ST,42.36987782,-71.03832687,"(42.36987782, -71.03832687)"
I182063242,01842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",C6,194,,2018-08-09 12:30:00,2018,8,Thursday,12,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I182063242,01841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,C6,194,,2018-08-09 12:30:00,2018,8,Thursday,12,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I182063241,01849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,192,,2018-08-09 13:14:00,2018,8,Thursday,13,Part Two,MOHAWK ST,42.32930278,-71.05572699,"(42.32930278, -71.05572699)"
I182063241,01843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,192,,2018-08-09 13:14:00,2018,8,Thursday,13,Part Two,MOHAWK ST,42.32930278,-71.05572699,"(42.32930278, -71.05572699)"
I182063240,01106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,250,,2018-08-09 00:00:00,2018,8,Thursday,0,Part Two,LINDA LN,42.31231409,-71.05099413,"(42.31231409, -71.05099413)"
I182063239,03201,Property Lost,PROPERTY - LOST,B2,320,,2018-08-06 18:00:00,2018,8,Monday,18,Part Three,GEORGIA ST,42.31039012,-71.08530210,"(42.31039012, -71.08530210)"
I182063238,01001,Counterfeiting,FORGERY / COUNTERFEITING,C6,215,,2018-07-23 12:00:00,2018,7,Monday,12,Part Two,E ST,42.33539376,-71.05212586,"(42.33539376, -71.05212586)"
I182063237,03115,Investigate Person,INVESTIGATE PERSON,C11,352,,2018-08-09 11:32:00,2018,8,Thursday,11,Part Three,JOSEPHINE ST,42.30052010,-71.06490653,"(42.30052010, -71.06490653)"
I182063236,03115,Investigate Person,INVESTIGATE PERSON,A15,50,,2018-08-09 11:21:00,2018,8,Thursday,11,Part Three,RUTHERFORD AVE,42.38117064,-71.07213904,"(42.38117064, -71.07213904)"
I182063235,03410,Towed,TOWED MOTOR VEHICLE,D4, ,,2018-08-09 10:39:00,2018,8,Thursday,10,Part Three,CAMDEN ST,,,"(0.00000000, 0.00000000)"
